id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
466a2fb1-d400-42c3-adc5-1716d276f479,LOCF,training the <your model> model,,2025-06-12 16:07:06,0.8338894844055176,4.624070098467807e-08,1.8224246349978367e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
6c9c1ef8-aa4e-4fc0-844e-cf0f6aef0a08,NOCB,training the <your model> model,,2025-06-12 16:07:13,0.8325364589691162,4.6301203653911216e-08,1.824809148046853e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
cd28d7d2-6f01-489e-a63e-d0a376cd8a3d,Linear Interpolation,training the <your model> model,,2025-06-12 16:07:21,0.8509433269500732,4.7535606411959936e-08,1.8734590592262417e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
be8b0e08-c61e-4dc9-9cc5-ff702e05554b,Linear Regression,training the <your model> model,,2025-06-12 16:07:28,0.8852353096008301,4.959023044875721e-08,1.9544352853772847e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
5c19dffd-59e0-4f0d-b01b-f489a29bd7c5,K-Nearest Neighbor,training the <your model> model,,2025-06-12 16:07:35,57.140196323394775,6.999940947609392e-05,2.7587957264489707e-05,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
4777881f-f676-44c4-bc57-fca1d7ff631f,MICE,training the <your model> model,,2025-06-12 16:08:39,1.0974891185760498,9.21612684640157e-08,3.632232264323248e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
15c18b58-60e0-4d04-9887-fe903b86234e,LightGBM,training the <your model> model,,2025-06-12 16:08:47,1.3120903968811035,8.03447543248126e-08,3.1665233540232165e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
2d95bd52-c079-4a96-a8e1-c355b6c49df5,LOCF,training the <your model> model,,2025-06-12 16:08:54,0.8333685398101807,4.8546992037188375e-08,1.913319486072057e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
6a7c5b7b-dc0a-4594-ac8f-4cc8026a8071,NOCB,training the <your model> model,,2025-06-12 16:09:02,0.8318977355957031,6.658142308247584e-08,2.6240870720996134e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
e5b42374-f422-4a50-881a-d2d5ce47598f,Linear Interpolation,training the <your model> model,,2025-06-12 16:09:09,0.8689723014831543,5.088283272243643e-08,2.0053789384068483e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
6c4586b1-3eaf-4146-a751-a589b8b1746f,Linear Regression,training the <your model> model,,2025-06-12 16:09:16,0.9279308319091796,5.489966249314193e-08,2.1636890282809625e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
2b910fae-bb0e-4bb8-8171-67518ca2fc1b,K-Nearest Neighbor,training the <your model> model,,2025-06-12 16:09:24,70.53147411346436,7.738119316563836e-05,3.049724370686189e-05,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
a29ead54-26ae-42ac-8d30-546fc96b17ce,MICE,training the <your model> model,,2025-06-12 16:10:40,1.3048412799835205,7.981397942558031e-08,3.1456046129271444e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
aa90a632-b0a6-40e2-a050-23bfb8671cf1,LightGBM,training the <your model> model,,2025-06-12 16:10:48,1.636678695678711,1.018533165802182e-07,4.014212357064586e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
